Year,State,State_Name,Percent_Adults,LowCI,HighCI,Sample_Size,Age,Education,Gender,Income,Race,Category,Sub_Category,status,Region
2011,US,National,21.2,19.4,23.1,7950.0,,,,,Asian,Race/Ethnicity,Asian,Active and Physical Training,Other
2011,US,National,26.8,21.2,33.2,844.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active and Physical Training,Other
2011,US,National,22.0,19.8,24.3,6204.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active and Physical Training,Other
2011,US,National,26.5,24.3,28.9,8065.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active and Physical Training,Other
2011,US,National,23.8,20.1,27.9,2476.0,,,,,Other,Race/Ethnicity,Other,Active and Physical Training,Other
2011,US,National,20.6,20.3,20.8,453721.0,,,,,,Total,Total,Active and Physical Training,Other
2011,US,National,33.8,33.3,34.2,179206.0,,,Male,,,Gender,Male,Very Active,Other
2011,US,National,29.9,29.6,30.3,275688.0,,,Female,,,Gender,Female,Very Active,Other
2011,US,National,25.3,24.4,26.2,38860.0,,Less than high school,,,,Education,Less than high school,Very Active,Other
2011,US,National,30.3,29.8,30.9,132399.0,,High school graduate,,,,Education,High school graduate,Very Active,Other
2011,US,National,32.9,32.4,33.4,123606.0,,Some college or technical school,,,,Education,Some college or technical school,Very Active,Other
2011,US,National,35.8,35.3,36.2,159141.0,,College graduate,,,,Education,College graduate,Very Active,Other
2011,US,National,35.0,33.9,36.2,20171.0,18 - 24,,,,,Age (years),18 - 24,Very Active,Other
2011,US,National,27.1,26.3,27.8,44439.0,25 - 34,,,,,Age (years),25 - 34,Very Active,Other
2011,US,National,27.7,27.1,28.4,59208.0,35 - 44,,,,,Age (years),35 - 44,Very Active,Other
2011,US,National,31.0,30.4,31.5,84410.0,45 - 54,,,,,Age (years),45 - 54,Very Active,Other
2011,US,National,32.9,32.3,33.4,103881.0,55 - 64,,,,,Age (years),55 - 64,Very Active,Other
2011,US,National,24.3,23.7,25.0,61125.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2011,US,National,38.3,37.8,38.7,142785.0,65 or older,,,,,Age (years),65 or older,Very Active,Other
2011,US,National,27.4,26.5,28.3,47188.0,,,,"Less than $15,000",,Income,"Less than $15,000",Very Active,Other
2011,US,National,27.8,27.1,28.5,70661.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Very Active,Other
2011,US,National,30.8,29.9,31.7,47136.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Very Active,Other
2011,US,National,32.0,31.3,32.8,59659.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Very Active,Other
2011,US,National,32.9,32.2,33.6,63258.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Very Active,Other
2011,US,National,36.0,35.5,36.6,107883.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Very Active,Other
2011,US,National,31.8,31.0,32.7,59109.0,,,,Data not reported,,Income,Data not reported,Very Active,Other
2011,US,National,33.8,33.5,34.1,359856.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Very Active,Other
2011,US,National,27.2,26.2,28.1,35983.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Very Active,Other
2011,US,National,26.4,25.5,27.4,28860.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Very Active,Other
2011,US,National,27.6,25.8,29.4,7979.0,,,,,Asian,Race/Ethnicity,Asian,Very Active,Other
2011,US,National,32.0,26.3,38.3,846.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Very Active,Other
2011,US,National,36.5,33.9,39.1,6257.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Very Active,Other
2011,US,National,26.1,25.6,26.7,87083.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2011,US,National,34.6,32.2,37.0,8086.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Very Active,Other
2011,US,National,33.2,29.3,37.4,2499.0,,,,,Other,Race/Ethnicity,Other,Very Active,Other
2011,US,National,31.8,31.5,32.1,454894.0,,,,,,Total,Total,Very Active,Other
2011,US,National,34.4,34.0,34.9,184065.0,,,Male,,,Gender,Male,Physical Training,Other
2011,US,National,31.7,31.2,32.2,127184.0,,Some college or technical school,,,,Education,Some college or technical school,Physical Training,Other
2011,US,National,36.6,36.1,37.0,163347.0,,College graduate,,,,Education,College graduate,Physical Training,Other
2011,US,National,44.1,42.9,45.2,20559.0,18 - 24,,,,,Age (years),18 - 24,Physical Training,Other
2011,US,National,34.6,33.7,35.4,45343.0,25 - 34,,,,,Age (years),25 - 34,Physical Training,Other
2011,US,National,29.3,28.7,30.0,60482.0,35 - 44,,,,,Age (years),35 - 44,Physical Training,Other
2011,US,National,26.1,25.6,26.7,86244.0,45 - 54,,,,,Age (years),45 - 54,Physical Training,Other
2011,US,National,24.0,23.5,24.5,108442.0,55 - 64,,,,,Age (years),55 - 64,Physical Training,Other
2011,US,National,21.7,21.3,22.1,148242.0,65 or older,,,,,Age (years),65 or older,Physical Training,Other
2011,US,National,23.8,22.9,24.7,48816.0,,,,"Less than $15,000",,Income,"Less than $15,000",Physical Training,Other
2011,US,National,24.2,23.5,24.9,72819.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Physical Training,Other
2011,US,National,26.6,25.8,27.5,48439.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Physical Training,Other
2011,US,National,27.8,27.1,28.6,61088.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Physical Training,Other
2011,US,National,30.9,30.2,31.6,64632.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Physical Training,Other
2011,US,National,36.9,36.3,37.4,109868.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Physical Training,Other
2011,US,National,31.6,30.6,32.6,37398.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Physical Training,Other
2011,US,National,27.3,26.3,28.3,29402.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Physical Training,Other
2011,US,National,31.7,29.8,33.7,8173.0,,,,,Asian,Race/Ethnicity,Asian,Physical Training,Other
2011,US,National,38.8,32.3,45.6,868.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Physical Training,Other
2011,US,National,31.2,28.7,33.7,6463.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Physical Training,Other
2011,US,National,29.3,29.1,29.6,469312.0,,,,,,Total,Total,Physical Training,Other
2011,US,National,34.9,31.0,39.0,2614.0,,,,,Other,Race/Ethnicity,Other,Physical Training,Other
2011,US,National,25.2,24.6,25.7,137092.0,,High school graduate,,,,Education,High school graduate,Physical Training,Other
2011,US,National,24.5,24.1,24.8,285247.0,,,Female,,,Gender,Female,Physical Training,Other
2011,US,National,20.0,19.2,20.9,40638.0,,Less than high school,,,,Education,Less than high school,Physical Training,Other
2011,US,National,35.4,33.0,38.0,8366.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Physical Training,Other
2011,US,National,23.9,23.5,24.3,186317.0,,,Male,,,Gender,Male,Inactive,Other
2011,US,National,26.9,26.5,27.2,288761.0,,,Female,,,Gender,Female,Inactive,Other
2011,US,National,39.0,38.1,40.0,41442.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2011,US,National,30.7,30.2,31.2,139006.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2011,US,National,22.7,22.3,23.1,128674.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2011,US,National,14.8,14.5,15.2,164849.0,,College graduate,,,,Education,College graduate,Inactive,Other
2011,US,National,33.0,32.5,33.5,150538.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2011,US,National,34.2,33.3,35.1,49590.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2011,US,National,33.3,32.5,34.0,73792.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2011,US,National,29.5,28.7,30.4,48984.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2011,US,National,25.2,24.4,25.9,61604.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2011,US,National,21.6,21.0,22.2,65153.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2011,US,National,15.2,14.8,15.7,110682.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2011,US,National,28.2,27.5,28.9,65273.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2011,US,National,23.9,23.6,24.1,374997.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2011,US,National,30.0,29.1,30.9,37984.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2011,US,National,29.9,29.0,30.9,29846.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2011,US,National,22.7,21.0,24.4,8288.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2011,US,National,26.1,20.5,32.6,876.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2011,US,National,28.3,26.0,30.8,6577.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2011,US,National,22.9,20.9,25.1,8462.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2011,US,National,25.7,22.5,29.2,2676.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2011,US,National,25.4,25.2,25.7,475078.0,,,,,,Total,Total,Inactive,Other
2012,US,National,23.3,23.0,23.6,465777.0,,,,,,Total,Total,Inactive,Other
2012,US,National,21.2,20.8,21.6,187835.0,,,Male,,,Gender,Male,Inactive,Other
2012,US,National,25.3,24.9,25.6,277942.0,,,Female,,,Gender,Female,Inactive,Other
2012,US,National,39.8,38.8,40.8,40397.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2012,US,National,28.4,27.9,28.9,136751.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2012,US,National,19.8,19.4,20.2,126123.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2012,US,National,12.2,11.9,12.5,160675.0,,College graduate,,,,Education,College graduate,Inactive,Other
2012,US,National,14.7,13.9,15.5,23971.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2012,US,National,19.0,18.3,19.7,46361.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2012,US,National,21.4,20.8,22.1,58188.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2012,US,National,23.9,23.3,24.6,81771.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2012,US,National,26.7,26.2,27.3,101117.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2012,US,National,31.5,31.0,32.0,149868.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2012,US,National,35.8,34.9,36.7,48662.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2012,US,National,32.0,31.2,32.7,72406.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2012,US,National,26.6,25.7,27.5,46454.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2012,US,National,22.1,21.4,22.8,59062.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2012,US,National,18.4,17.8,19.1,63329.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2012,US,National,11.8,11.4,12.1,110940.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2012,US,National,27.2,26.5,28.0,64924.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2012,US,National,21.2,21.0,21.5,362003.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2012,US,National,27.8,26.9,28.6,39978.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2012,US,National,29.2,28.2,30.2,29086.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2012,US,National,20.5,18.7,22.4,8708.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2012,US,National,17.6,14.0,22.0,1000.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2012,US,National,29.0,26.7,31.3,6871.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2012,US,National,22.0,20.0,24.0,8792.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2012,US,National,24.4,21.6,27.4,3186.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2013,US,National,40.6,39.6,41.7,36730.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2013,US,National,46.1,45.2,47.1,43540.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active,Other
2013,US,National,50.0,49.1,50.9,55742.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active,Other
2013,US,National,53.8,53.0,54.6,59948.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active,Other
2013,US,National,59.0,58.4,59.6,107294.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active,Other
2013,US,National,47.7,46.8,48.6,55837.0,,,,Data not reported,,Income,Data not reported,Active,Other
2013,US,National,48.8,48.4,49.3,255880.0,,,Female,,,Gender,Female,Active,Other
2013,US,National,37.5,36.4,38.5,34820.0,,Less than high school,,,,Education,Less than high school,Active,Other
2013,US,National,46.4,45.8,47.0,123784.0,,High school graduate,,,,Education,High school graduate,Active,Other
2013,US,National,52.3,51.7,52.9,119644.0,,Some college or technical school,,,,Education,Some college or technical school,Active,Other
2013,US,National,58.8,58.3,59.3,153963.0,,College graduate,,,,Education,College graduate,Active,Other
2013,US,National,54.2,53.1,55.3,22988.0,18 - 24,,,,,Age (years),18 - 24,Active,Other
2013,US,National,48.6,47.8,49.4,43340.0,25 - 34,,,,,Age (years),25 - 34,Active,Other
2013,US,National,48.6,47.7,49.4,52690.0,35 - 44,,,,,Age (years),35 - 44,Active,Other
2013,US,National,49.2,48.5,49.9,74689.0,45 - 54,,,,,Age (years),45 - 54,Active,Other
2013,US,National,37.4,30.8,44.5,773.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Physical Training,Other
2013,US,National,49.3,48.7,50.0,96906.0,55 - 64,,,,,Age (years),55 - 64,Active,Other
2013,US,National,52.0,51.4,52.5,142468.0,65 or older,,,,,Age (years),65 or older,Active,Other
2013,US,National,41.1,40.1,42.2,43734.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active,Other
2013,US,National,43.4,42.6,44.2,66986.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active,Other
2013,US,National,50.2,49.9,50.5,433081.0,,,,,,Total,Total,Active,Other
2013,US,National,51.6,51.1,52.1,177201.0,,,Male,,,Gender,Male,Active,Other
2013,US,National,52.8,52.5,53.1,340809.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active,Other
2013,US,National,44.2,43.2,45.2,33536.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active,Other
2013,US,National,43.9,42.7,45.0,26798.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Active,Other
2013,US,National,47.1,44.8,49.3,7748.0,,,,,Asian,Race/Ethnicity,Asian,Active,Other
2013,US,National,51.0,44.0,58.0,750.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active,Other
2013,US,National,51.0,48.2,53.8,6672.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active,Other
2013,US,National,53.7,51.0,56.4,8069.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active,Other
2013,US,National,52.1,48.0,56.2,2226.0,,,,,Other,Race/Ethnicity,Other,Active,Other
2013,US,National,29.8,29.1,30.4,74192.0,45 - 54,,,,,Age (years),45 - 54,Very Active,Other
2013,US,National,18.2,17.3,19.1,26494.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Active and Physical Training,Other
2013,US,National,20.2,18.5,22.0,7678.0,,,,,Asian,Race/Ethnicity,Asian,Active and Physical Training,Other
2013,US,National,23.9,18.6,30.2,744.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active and Physical Training,Other
2013,US,National,21.4,19.1,23.9,6586.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active and Physical Training,Other
2013,US,National,25.4,23.1,27.9,7975.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active and Physical Training,Other
2013,US,National,22.6,19.3,26.2,2189.0,,,,,Other,Race/Ethnicity,Other,Active and Physical Training,Other
2013,US,National,20.2,19.9,20.4,428975.0,,,,,,Total,Total,Active and Physical Training,Other
2013,US,National,23.0,22.6,23.4,175508.0,,,Male,,,Gender,Male,Active and Physical Training,Other
2013,US,National,17.5,17.2,17.8,253467.0,,,Female,,,Gender,Female,Active and Physical Training,Other
2013,US,National,11.3,10.6,12.0,34343.0,,Less than high school,,,,Education,Less than high school,Active and Physical Training,Other
2013,US,National,16.9,16.5,17.4,122388.0,,High school graduate,,,,Education,High school graduate,Active and Physical Training,Other
2013,US,National,21.8,21.3,22.4,118506.0,,Some college or technical school,,,,Education,Some college or technical school,Active and Physical Training,Other
2013,US,National,26.5,26.0,26.9,152902.0,,College graduate,,,,Education,College graduate,Active and Physical Training,Other
2013,US,National,26.3,26.0,26.6,450093.0,,,,,,Total,Total,Inactive,Other
2013,US,National,30.9,29.9,32.0,22735.0,18 - 24,,,,,Age (years),18 - 24,Active and Physical Training,Other
2013,US,National,22.6,21.9,23.3,42933.0,25 - 34,,,,,Age (years),25 - 34,Active and Physical Training,Other
2013,US,National,19.8,19.1,20.4,52294.0,35 - 44,,,,,Age (years),35 - 44,Active and Physical Training,Other
2013,US,National,18.5,17.9,19.0,74177.0,45 - 54,,,,,Age (years),45 - 54,Active and Physical Training,Other
2013,US,National,16.5,16.0,17.0,96167.0,55 - 64,,,,,Age (years),55 - 64,Active and Physical Training,Other
2013,US,National,16.0,15.6,16.4,140669.0,65 or older,,,,,Age (years),65 or older,Active and Physical Training,Other
2013,US,National,14.1,13.4,14.9,43173.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active and Physical Training,Other
2013,US,National,16.0,15.3,16.6,66265.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active and Physical Training,Other
2013,US,National,16.9,16.1,17.7,43118.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active and Physical Training,Other
2013,US,National,19.7,19.0,20.5,55344.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active and Physical Training,Other
2013,US,National,22.1,21.4,22.8,59562.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active and Physical Training,Other
2013,US,National,26.3,25.8,26.8,106694.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active and Physical Training,Other
2013,US,National,18.8,18.1,19.5,54819.0,,,,Data not reported,,Income,Data not reported,Active and Physical Training,Other
2013,US,National,28.3,27.3,29.3,27312.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Physical Training,Other
2013,US,National,20.4,20.2,20.7,337770.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active and Physical Training,Other
2013,US,National,20.4,19.5,21.3,33184.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active and Physical Training,Other
2013,US,National,34.5,32.0,37.1,8003.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Very Active,Other
2013,US,National,33.3,29.7,37.2,2212.0,,,,,Other,Race/Ethnicity,Other,Very Active,Other
2013,US,National,31.2,30.9,31.4,429607.0,,,,,,Total,Total,Very Active,Other
2013,US,National,33.0,32.5,33.4,175853.0,,,Male,,,Gender,Male,Very Active,Other
2013,US,National,29.5,29.1,29.8,253754.0,,,Female,,,Gender,Female,Very Active,Other
2013,US,National,23.8,22.9,24.8,34555.0,,Less than high school,,,,Education,Less than high school,Very Active,Other
2013,US,National,29.8,29.3,30.4,122740.0,,High school graduate,,,,Education,High school graduate,Very Active,Other
2013,US,National,32.6,32.0,33.1,118607.0,,Some college or technical school,,,,Education,Some college or technical school,Very Active,Other
2013,US,National,35.0,34.5,35.5,152846.0,,College graduate,,,,Education,College graduate,Very Active,Other
2013,US,National,32.7,31.7,33.8,22746.0,18 - 24,,,,,Age (years),18 - 24,Very Active,Other
2013,US,National,26.8,26.0,27.5,42950.0,25 - 34,,,,,Age (years),25 - 34,Very Active,Other
2013,US,National,27.8,27.1,28.6,52332.0,35 - 44,,,,,Age (years),35 - 44,Very Active,Other
2013,US,National,33.0,31.0,35.1,7904.0,,,,,Asian,Race/Ethnicity,Asian,Physical Training,Other
2013,US,National,31.9,31.2,32.5,96318.0,55 - 64,,,,,Age (years),55 - 64,Very Active,Other
2013,US,National,37.7,37.2,38.2,141069.0,65 or older,,,,,Age (years),65 or older,Very Active,Other
2013,US,National,26.3,25.3,27.2,43377.0,,,,"Less than $15,000",,Income,"Less than $15,000",Very Active,Other
2013,US,National,27.1,26.4,27.8,66456.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Very Active,Other
2013,US,National,29.3,28.5,30.2,43188.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Very Active,Other
2013,US,National,30.9,30.1,31.7,55309.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Very Active,Other
2013,US,National,32.7,32.0,33.5,59518.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Very Active,Other
2013,US,National,35.8,35.2,36.4,106607.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Very Active,Other
2013,US,National,30.9,30.0,31.7,55152.0,,,,Data not reported,,Income,Data not reported,Very Active,Other
2013,US,National,33.2,32.9,33.5,338108.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Very Active,Other
2013,US,National,27.1,26.1,28.1,33272.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Very Active,Other
2013,US,National,25.8,24.9,26.8,26566.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Very Active,Other
2013,US,National,27.4,25.4,29.5,7706.0,,,,,Asian,Race/Ethnicity,Asian,Very Active,Other
2013,US,National,32.7,26.4,39.5,742.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Very Active,Other
2013,US,National,24.5,24.1,24.9,183641.0,,,Male,,,Gender,Male,Inactive,Other
2013,US,National,35.1,32.4,38.0,6621.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Very Active,Other
2013,US,National,31.9,31.3,32.4,122555.0,,Some college or technical school,,,,Education,Some college or technical school,Physical Training,Other
2013,US,National,36.9,36.5,37.4,157398.0,,College graduate,,,,Education,College graduate,Physical Training,Other
2013,US,National,46.4,45.3,47.5,23433.0,18 - 24,,,,,Age (years),18 - 24,Physical Training,Other
2013,US,National,35.3,34.5,36.1,44078.0,25 - 34,,,,,Age (years),25 - 34,Physical Training,Other
2013,US,National,29.5,28.8,30.3,53945.0,35 - 44,,,,,Age (years),35 - 44,Physical Training,Other
2013,US,National,26.0,25.4,26.6,76085.0,45 - 54,,,,,Age (years),45 - 54,Physical Training,Other
2013,US,National,23.9,23.4,24.5,100372.0,55 - 64,,,,,Age (years),55 - 64,Physical Training,Other
2013,US,National,21.8,21.4,22.2,146411.0,65 or older,,,,,Age (years),65 or older,Physical Training,Other
2013,US,National,22.9,22.1,23.8,44953.0,,,,"Less than $15,000",,Income,"Less than $15,000",Physical Training,Other
2013,US,National,24.9,24.2,25.6,68529.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Physical Training,Other
2013,US,National,26.2,25.4,27.1,44491.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Physical Training,Other
2013,US,National,29.4,28.6,30.3,56855.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Physical Training,Other
2013,US,National,31.6,30.9,32.4,60970.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Physical Training,Other
2013,US,National,36.6,36.0,37.2,108992.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Physical Training,Other
2013,US,National,27.6,26.8,28.4,59534.0,,,,Data not reported,,Income,Data not reported,Physical Training,Other
2013,US,National,29.3,29.0,29.6,348892.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Physical Training,Other
2013,US,National,30.6,29.6,31.6,34843.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Physical Training,Other
2013,US,National,31.9,29.3,34.6,6844.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Physical Training,Other
2013,US,National,25.7,25.1,26.2,127180.0,,High school graduate,,,,Education,High school graduate,Physical Training,Other
2013,US,National,19.2,18.3,20.1,36083.0,,Less than high school,,,,Education,Less than high school,Physical Training,Other
2013,US,National,29.6,29.3,29.9,444324.0,,,,,,Total,Total,Physical Training,Other
2013,US,National,38.2,35.6,40.9,8210.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Physical Training,Other
2013,US,National,34.8,34.3,35.2,181263.0,,,Male,,,Gender,Male,Physical Training,Other
2013,US,National,24.7,24.4,25.1,263061.0,,,Female,,,Gender,Female,Physical Training,Other
2013,US,National,34.1,30.4,38.0,2337.0,,,,,Other,Race/Ethnicity,Other,Physical Training,Other
2013,US,National,15.8,15.4,16.2,109913.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2013,US,National,28.9,28.2,29.7,61003.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2013,US,National,24.5,24.2,24.8,353068.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2013,US,National,31.2,30.3,32.2,35380.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2013,US,National,31.3,30.2,32.3,27745.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2013,US,National,23.3,21.5,25.2,8013.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2013,US,National,25.3,19.9,31.6,781.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2013,US,National,28.1,25.9,30.5,6973.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2013,US,National,22.6,20.4,24.9,8337.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2013,US,National,28.5,25.0,32.4,2388.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2013,US,National,21.9,21.2,22.5,61524.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2013,US,National,31.6,31.1,32.1,129134.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2013,US,National,23.8,23.4,24.3,124081.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2013,US,National,15.4,15.0,15.7,158970.0,,College graduate,,,,Education,College graduate,Inactive,Other
2013,US,National,18.3,17.4,19.1,23824.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2013,US,National,22.5,21.8,23.3,44720.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
